38,"{""candidates"": [[[7, 9, 13], [4, 59, 101, 209]], [[7, 9, 14], [4, 59, 101, 209]]]}"
39,"{""candidates"": [[[7, 10, 14], [4, 59, 101, 209]]]}"
40,"{""candidates"": [[[8, 13, 17], [40, 91, 139, 183, 200]]]}"
41,"{""candidates"": [[[8, 15, 19], [40, 49, 91, 183, 200]], [[8, 15, 20], [40, 91, 183, 200]]]}"
42,"{""candidates"": [[[8, 16, 20], [40, 91, 155, 164, 183, 200]]]}"
43,"{""candidates"": [[[8, 17, 21], [40, 49, 155, 164]]]}"
44,"{""candidates"": [[[8, 23, 27], [0, 22, 24, 40, 113, 161]]]}"
45,"{""candidates"": [[[9, 1, 5], [86, 127, 144, 150]]]}"
46,"{""candidates"": [[[9, 2, 6], [86, 127, 150, 181]]]}"
47,"{""candidates"": [[[9, 4, 8], [33, 150, 151, 186]]]}"
48,"{""candidates"": [[[12, 3, 7], [38, 77, 123, 177, 195]], [[12, 3, 8], [38, 77, 123, 177, 195]]]}"
49,"{""candidates"": [[[12, 4, 8], [38, 77, 123, 177, 195]]]}"
50,"{""candidates"": [[[12, 5, 9], [38, 77, 123, 177, 195]], [[12, 5, 10], [38, 123, 177, 195]]]}"
51,"{""candidates"": [[[12, 6, 10], [38, 123, 177, 195]]]}"
52,"{""candidates"": [[[14, 7, 11], [24, 79, 113, 150, 161, 181]], [[14, 7, 12], [79, 150, 161, 181]]]}"
53,"{""candidates"": [[[14, 8, 12], [0, 40, 79, 113, 150, 161, 181, 183]]]}"
54,"{""candidates"": [[[14, 21, 25], [21, 23, 78, 79]]]}"
55,"{""candidates"": [[[14, 28, 32], [23, 72, 190, 198]]]}"
56,"{""candidates"": [[[14, 34, 38], [55, 83, 116, 190]]]}"
57,"{""candidates"": [[[16, 0, 4], [3, 92, 120, 149, 169]]]}"
58,"{""candidates"": [[[16, 2, 6], [3, 149, 169, 201]]]}"
59,"{""candidates"": [[[17, 6, 10], [42, 76, 125, 187]]]}"
60,"{""candidates"": [[[17, 21, 25], [55, 83, 106, 184]]]}"
61,"{""candidates"": [[[20, 8, 12], [113, 156, 160, 167]]]}"
62,"{""candidates"": [[[20, 19, 23], [34, 96, 113, 160, 167, 185]], [[20, 19, 24], [34, 113, 160, 167, 185]]]}"
63,"{""candidates"": [[[20, 20, 24], [34, 37, 113, 160, 162, 167, 185]]]}"
64,"{""candidates"": [[[20, 21, 25], [144, 162, 167, 185]]]}"
65,"{""candidates"": [[[20, 22, 26], [113, 160, 162, 167, 185]]]}"
66,"{""candidates"": [[[21, 14, 18], [56, 89, 118, 129]]]}"
67,"{""candidates"": [[[22, 11, 15], [0, 23, 47, 113, 204]]]}"
68,"{""candidates"": [[[22, 13, 17], [0, 23, 44, 204]]]}"
69,"{""candidates"": [[[23, 4, 8], [0, 22, 47, 54, 79, 150, 161, 204]], [[23, 4, 9], [47, 54, 79, 150, 161]], [[23, 4, 10], [47, 79, 150, 161]]]}"
70,"{""candidates"": [[[23, 5, 9], [0, 22, 47, 54, 79, 113, 150, 161]], [[23, 5, 10], [47, 79, 113, 150, 161]]]}"
71,"{""candidates"": [[[23, 6, 10], [47, 79, 113, 150, 161]], [[23, 6, 11], [79, 113, 150, 161]]]}"
72,"{""candidates"": [[[23, 7, 11], [79, 113, 150, 161]]]}"
73,"{""candidates"": [[[23, 14, 18], [14, 18, 30, 113]]]}"
74,"{""candidates"": [[[23, 18, 22], [0, 14, 30, 72]]]}"
75,"{""candidates"": [[[23, 19, 23], [14, 30, 72, 198]]]}"
76,"{""candidates"": [[[24, 0, 4], [14, 79, 113, 127, 144, 150, 161, 181]], [[24, 0, 5], [79, 113, 150, 161, 181]], [[24, 0, 6], [79, 113, 150, 161, 181]], [[24, 0, 7], [79, 113, 150, 161, 181]]]}"
77,"{""candidates"": [[[24, 1, 5], [14, 79, 113, 150, 161, 181, 183]], [[24, 1, 6], [14, 79, 113, 150, 161, 181, 183]], [[24, 1, 7], [79, 113, 150, 161, 181, 183]], [[24, 1, 8], [113, 161, 181, 183]], [[24, 1, 9], [113, 161, 181, 183]]]}"
78,"{""candidates"": [[[24, 2, 6], [6, 14, 79, 113, 150, 161, 181, 183]], [[24, 2, 7], [79, 113, 150, 161, 181, 183]], [[24, 2, 8], [113, 161, 181, 183]], [[24, 2, 9], [113, 161, 181, 183]]]}"
79,"{""candidates"": [[[24, 3, 7], [79, 113, 150, 161, 181, 183]], [[24, 3, 8], [113, 161, 181, 183]], [[24, 3, 9], [113, 161, 181, 183]]]}"
80,"{""candidates"": [[[24, 4, 8], [40, 79, 113, 161, 181, 183]], [[24, 4, 9], [40, 79, 113, 161, 181, 183]], [[24, 4, 10], [40, 79, 113, 161, 181, 183]]]}"
81,"{""candidates"": [[[24, 5, 9], [8, 14, 40, 79, 113, 161, 181, 183, 204]], [[24, 5, 10], [40, 79, 113, 161, 181, 183, 204]], [[24, 5, 11], [40, 161, 181, 204]]]}"
82,"{""candidates"": [[[24, 6, 10], [0, 14, 40, 79, 113, 150, 161, 181, 183, 204]], [[24, 6, 11], [40, 161, 181, 204]], [[24, 6, 12], [40, 161, 181, 204]]]}"
83,"{""candidates"": [[[24, 7, 11], [40, 161, 181, 204]], [[24, 7, 12], [40, 161, 181, 204]]]}"
84,"{""candidates"": [[[24, 8, 12], [40, 161, 181, 204]]]}"
85,"{""candidates"": [[[25, 14, 18], [5, 56, 58, 118, 129]], [[25, 14, 19], [56, 58, 118, 129]]]}"
86,"{""candidates"": [[[25, 15, 19], [56, 58, 118, 129, 176]], [[25, 15, 20], [56, 58, 118, 129]]]}"
87,"{""candidates"": [[[25, 16, 20], [21, 56, 58, 118, 129]]]}"
88,"{""candidates"": [[[27, 8, 12], [14, 116, 184, 190]]]}"
89,"{""candidates"": [[[28, 3, 7], [36, 69, 178, 199]]]}"
90,"{""candidates"": [[[30, 28, 32], [0, 23, 44, 176]]]}"
91,"{""candidates"": [[[30, 29, 33], [23, 40, 129, 176]]]}"
92,"{""candidates"": [[[33, 0, 4], [9, 79, 122, 139, 150, 186]], [[33, 0, 5], [79, 122, 139, 150, 186]]]}"
93,"{""candidates"": [[[33, 1, 5], [79, 122, 139, 150, 151, 186]]]}"
94,"{""candidates"": [[[33, 2, 6], [79, 122, 150, 181]]]}"
96,"{""candidates"": [[[34, 4, 8], [20, 96, 160, 167]]]}"
97,"{""candidates"": [[[34, 19, 23], [41, 143, 196, 205]], [[34, 19, 24], [41, 143, 196, 205]]]}"
98,"{""candidates"": [[[34, 20, 24], [41, 143, 196, 205]]]}"
99,"{""candidates"": [[[36, 0, 4], [28, 69, 128, 199]]]}"
100,"{""candidates"": [[[37, 0, 4], [96, 113, 144, 162, 181, 196]], [[37, 0, 5], [96, 113, 162, 196]]]}"
101,"{""candidates"": [[[37, 1, 5], [20, 96, 113, 162, 185, 196]]]}"
102,"{""candidates"": [[[38, 18, 22], [12, 77, 177, 188, 195]], [[38, 18, 23], [12, 177, 188, 195]]]}"
103,"{""candidates"": [[[38, 19, 23], [12, 88, 177, 188, 195]], [[38, 19, 24], [12, 177, 188, 195]]]}"
104,"{""candidates"": [[[38, 20, 24], [12, 177, 188, 195]]]}"
105,"{""candidates"": [[[38, 22, 26], [177, 188, 195, 203]]]}"
106,"{""candidates"": [[[38, 23, 27], [177, 188, 195, 203]], [[38, 23, 28], [177, 188, 195, 203]]]}"
107,"{""candidates"": [[[38, 24, 28], [177, 188, 195, 202, 203]]]}"
108,"{""candidates"": [[[38, 28, 32], [39, 49, 195, 202, 203]]]}"
109,"{""candidates"": [[[39, 19, 23], [49, 91, 188, 195, 202]]]}"
110,"{""candidates"": [[[39, 27, 31], [55, 56, 98, 110, 195]]]}"
111,"{""candidates"": [[[39, 28, 32], [55, 56, 57, 98, 110, 195]]]}"
112,"{""candidates"": [[[39, 29, 33], [55, 56, 98, 106, 110]]]}"
113,"{""candidates"": [[[40, 21, 25], [0, 8, 14, 113, 161]]]}"
114,"{""candidates"": [[[40, 23, 27], [8, 24, 79, 161, 181, 204]], [[40, 23, 28], [24, 79, 161, 181, 204]]]}"
115,"{""candidates"": [[[40, 24, 28], [24, 79, 150, 161, 181, 204]]]}"
116,"{""candidates"": [[[40, 25, 29], [24, 79, 161, 181, 204]]]}"
117,"{""candidates"": [[[41, 7, 11], [34, 127, 143, 162, 196]], [[41, 7, 12], [34, 127, 143, 162, 196]]]}"
118,"{""candidates"": [[[41, 8, 12], [34, 81, 127, 143, 162, 196]]]}"
119,"{""candidates"": [[[41, 9, 13], [1, 34, 127, 143, 196]]]}"
120,"{""candidates"": [[[42, 17, 21], [76, 82, 114, 115, 154]]]}"
121,"{""candidates"": [[[42, 18, 22], [76, 82, 112, 114, 154]]]}"
122,"{""candidates"": [[[47, 0, 4], [0, 8, 22, 79, 150, 161, 204]]]}"
123,"{""candidates"": [[[47, 1, 5], [0, 22, 23, 54, 150, 161, 204]]]}"
124,"{""candidates"": [[[49, 2, 6], [122, 145, 168, 183, 200]]]}"
125,"{""candidates"": [[[49, 3, 7], [122, 139, 168, 183, 200]]]}"
126,"{""candidates"": [[[49, 4, 8], [122, 139, 155, 168, 183, 200]]]}"
127,"{""candidates"": [[[49, 10, 14], [8, 151, 157, 183, 200]]]}"
128,"{""candidates"": [[[49, 33, 37], [38, 39, 155, 195, 202]], [[49, 33, 38], [38, 39, 155, 195, 202]], [[49, 33, 39], [38, 39, 155, 195, 202]]]}"
129,"{""candidates"": [[[49, 34, 38], [38, 39, 91, 155, 195, 202]], [[49, 34, 39], [38, 39, 91, 155, 195, 202]]]}"
130,"{""candidates"": [[[49, 35, 39], [38, 39, 91, 155, 195, 202]], [[49, 35, 40], [39, 91, 155, 195, 202]]]}"
131,"{""candidates"": [[[49, 36, 40], [39, 91, 155, 195, 202, 205]]]}"
132,"{""candidates"": [[[49, 37, 41], [39, 91, 155, 195, 205]], [[49, 37, 42], [39, 91, 155, 195, 205]]]}"
133,"{""candidates"": [[[49, 38, 42], [39, 91, 155, 195, 205]]]}"
134,"{""candidates"": [[[53, 2, 6], [3, 19, 49, 128, 159]]]}"
135,"{""candidates"": [[[54, 3, 7], [23, 79, 150, 161, 204]]]}"
136,"{""candidates"": [[[54, 4, 8], [0, 23, 47, 79, 150, 161]]]}"
137,"{""candidates"": [[[55, 17, 21], [39, 56, 98, 106, 190]]]}"
138,"{""candidates"": [[[55, 19, 23], [39, 56, 98, 106, 110]]]}"
139,"{""candidates"": [[[55, 40, 44], [17, 83, 106, 116, 190]], [[55, 40, 45], [17, 83, 106, 116, 190]], [[55, 40, 46], [17, 83, 106, 116, 190]]]}"
140,"{""candidates"": [[[55, 41, 45], [17, 83, 106, 116, 190]], [[55, 41, 46], [17, 83, 106, 116, 190]], [[55, 41, 47], [17, 83, 106, 116, 190]]]}"
141,"{""candidates"": [[[55, 42, 46], [17, 83, 106, 116, 190]], [[55, 42, 47], [17, 83, 106, 116, 190]]]}"
142,"{""candidates"": [[[55, 43, 47], [14, 17, 83, 106, 116, 190]], [[55, 43, 48], [14, 17, 106, 116, 190]]]}"
143,"{""candidates"": [[[55, 44, 48], [14, 17, 106, 116, 190, 195]]]}"
144,"{""candidates"": [[[56, 0, 4], [39, 72, 98, 140, 195]]]}"
145,"{""candidates"": [[[56, 5, 9], [39, 55, 98, 110, 170, 195]]]}"
146,"{""candidates"": [[[56, 6, 10], [39, 55, 98, 110, 170]]]}"
147,"{""candidates"": [[[56, 7, 11], [39, 55, 98, 110, 170, 195]]]}"
148,"{""candidates"": [[[56, 8, 12], [57, 98, 110, 170, 195]]]}"
149,"{""candidates"": [[[56, 19, 23], [5, 21, 25, 87, 89, 129, 176]]]}"
150,"{""candidates"": [[[58, 0, 4], [5, 25, 89, 118, 129, 176]]]}"
151,"{""candidates"": [[[69, 23, 27], [28, 36, 128, 178, 199]]]}"
152,"{""candidates"": [[[76, 32, 36], [17, 92, 121, 125, 178]]]}"
153,"{""candidates"": [[[77, 21, 25], [12, 38, 70, 123, 177]]]}"
154,"{""candidates"": [[[79, 9, 13], [33, 144, 150, 181, 196]], [[79, 9, 14], [33, 144, 150, 181, 196]], [[79, 9, 15], [33, 144, 150, 181, 196]], [[79, 9, 16], [33, 144, 150, 181, 196]]]}"
155,"{""candidates"": [[[79, 10, 14], [1, 33, 144, 150, 181, 185, 196]], [[79, 10, 15], [1, 33, 144, 150, 181, 196]], [[79, 10, 16], [1, 33, 144, 150, 181, 196]]]}"
156,"{""candidates"": [[[79, 11, 15], [1, 33, 113, 127, 144, 150, 162, 181, 196]], [[79, 11, 16], [1, 33, 113, 127, 144, 150, 162, 181, 196]], [[79, 11, 17], [113, 127, 144, 150, 162, 181, 196]], [[79, 11, 18], [113, 127, 144, 150, 162, 181]], [[79, 11, 19], [113, 127, 144, 150, 181]]]}"
157,"{""candidates"": [[[79, 12, 16], [1, 33, 113, 127, 144, 150, 162, 181, 196]], [[79, 12, 17], [113, 127, 144, 150, 162, 181, 196]], [[79, 12, 18], [113, 127, 144, 150, 162, 181]], [[79, 12, 19], [113, 127, 144, 150, 181]]]}"
158,"{""candidates"": [[[79, 13, 17], [113, 127, 143, 144, 150, 162, 181, 196]], [[79, 13, 18], [113, 127, 143, 144, 150, 162, 181]], [[79, 13, 19], [113, 127, 143, 144, 150, 181]]]}"
159,"{""candidates"": [[[79, 14, 18], [14, 41, 113, 127, 143, 144, 150, 162, 181]], [[79, 14, 19], [14, 41, 113, 127, 143, 144, 150, 181]]]}"
160,"{""candidates"": [[[79, 15, 19], [14, 41, 113, 127, 139, 143, 144, 150, 161, 181]], [[79, 15, 20], [41, 113, 127, 139, 150, 161]]]}"
161,"{""candidates"": [[[79, 16, 20], [41, 113, 127, 139, 150, 161, 181]]]}"
162,"{""candidates"": [[[79, 17, 21], [24, 127, 150, 162, 181]]]}"
163,"{""candidates"": [[[79, 18, 22], [14, 24, 127, 150, 181]], [[79, 18, 23], [14, 24, 127, 150, 181]]]}"
164,"{""candidates"": [[[79, 19, 23], [6, 14, 24, 127, 150, 181, 183]], [[79, 19, 24], [14, 24, 150, 181, 183]]]}"
165,"{""candidates"": [[[79, 20, 24], [14, 24, 150, 181, 183]]]}"
166,"{""candidates"": [[[79, 21, 25], [24, 40, 150, 161, 181, 204]], [[79, 21, 26], [24, 40, 150, 161, 181, 204]]]}"
167,"{""candidates"": [[[79, 22, 26], [24, 40, 100, 150, 161, 181, 204]]]}"
168,"{""candidates"": [[[79, 23, 27], [8, 40, 100, 150, 161]]]}"
169,"{""candidates"": [[[79, 24, 28], [8, 23, 47, 54, 96, 150, 161, 196]]]}"
170,"{""candidates"": [[[79, 25, 29], [8, 23, 54, 150, 161]]]}"
171,"{""candidates"": [[[79, 26, 30], [23, 34, 41, 54, 150]]]}"
172,"{""candidates"": [[[83, 1, 5], [17, 55, 106, 116, 190]]]}"
173,"{""candidates"": [[[83, 2, 6], [14, 55, 106, 116, 190]]]}"
174,"{""candidates"": [[[89, 10, 14], [21, 56, 58, 118, 129]]]}"
175,"{""candidates"": [[[91, 2, 6], [8, 40, 98, 155, 168]]]}"
176,"{""candidates"": [[[91, 6, 10], [8, 40, 155, 168, 183]]]}"
177,"{""candidates"": [[[91, 11, 15], [22, 40, 98, 155, 164]]]}"
178,"{""candidates"": [[[91, 13, 17], [3, 22, 39, 155, 164]], [[91, 13, 18], [3, 22, 39, 155, 164]]]}"
179,"{""candidates"": [[[91, 14, 18], [3, 22, 39, 155, 164]]]}"
180,"{""candidates"": [[[91, 35, 39], [49, 155, 195, 202, 205]]]}"
181,"{""candidates"": [[[91, 36, 40], [38, 39, 49, 155, 202, 205]]]}"
182,"{""candidates"": [[[92, 8, 12], [11, 120, 149, 159, 201]]]}"
183,"{""candidates"": [[[92, 9, 13], [11, 16, 120, 149, 159, 201]]]}"
184,"{""candidates"": [[[92, 10, 14], [3, 11, 120, 159, 201]]]}"
185,"{""candidates"": [[[92, 11, 15], [3, 11, 120, 159, 201]]]}"
186,"{""candidates"": [[[92, 12, 16], [3, 11, 120, 159, 201]]]}"
187,"{""candidates"": [[[96, 0, 4], [20, 34, 37, 113, 160, 162]]]}"
188,"{""candidates"": [[[96, 1, 5], [37, 113, 143, 160, 162, 185, 196]]]}"
189,"{""candidates"": [[[98, 1, 5], [40, 91, 127, 144, 155, 185]], [[98, 1, 6], [40, 91, 127, 155, 185]]]}"
190,"{""candidates"": [[[98, 2, 6], [40, 91, 127, 155, 185]]]}"
191,"{""candidates"": [[[98, 43, 47], [39, 55, 56, 110, 195]]]}"
192,"{""candidates"": [[[98, 44, 48], [39, 55, 56, 57, 110, 195]]]}"
193,"{""candidates"": [[[98, 45, 49], [39, 55, 56, 110, 195]]]}"
194,"{""candidates"": [[[106, 12, 16], [14, 55, 83, 116, 190]]]}"
195,"{""candidates"": [[[106, 13, 17], [17, 55, 83, 116, 190]]]}"
196,"{""candidates"": [[[106, 20, 24], [17, 55, 83, 184, 190]]]}"
197,"{""candidates"": [[[110, 10, 14], [39, 56, 57, 98, 195]]]}"
198,"{""candidates"": [[[110, 11, 15], [39, 55, 56, 57, 98, 195]]]}"
199,"{""candidates"": [[[113, 8, 12], [34, 143, 160, 162, 181]]]}"
200,"{""candidates"": [[[113, 9, 13], [20, 37, 96, 160, 162, 181]], [[113, 9, 14], [20, 37, 96, 160, 162, 181]]]}"
201,"{""candidates"": [[[113, 10, 14], [1, 20, 37, 96, 143, 144, 160, 162, 181, 185, 196]], [[113, 10, 15], [37, 96, 143, 144, 162, 181, 196]], [[113, 10, 16], [143, 144, 162, 181, 196]]]}"
202,"{""candidates"": [[[113, 11, 15], [1, 20, 37, 96, 143, 144, 162, 181, 196]], [[113, 11, 16], [1, 143, 144, 162, 181, 196]], [[113, 11, 17], [1, 143, 162, 181, 196]]]}"
203,"{""candidates"": [[[113, 12, 16], [1, 79, 143, 144, 162, 181, 196]], [[113, 12, 17], [1, 79, 143, 144, 162, 181, 196]]]}"
204,"{""candidates"": [[[113, 13, 17], [1, 14, 79, 143, 144, 162, 181, 196]]]}"
205,"{""candidates"": [[[113, 14, 18], [79, 96, 144, 162, 181]]]}"
206,"{""candidates"": [[[113, 15, 19], [79, 143, 144, 162, 181]]]}"
207,"{""candidates"": [[[113, 17, 21], [14, 79, 127, 144, 150, 181]]]}"
208,"{""candidates"": [[[113, 18, 22], [24, 61, 144, 150, 161, 181]]]}"
209,"{""candidates"": [[[113, 19, 23], [24, 144, 161, 181, 183]]]}"
210,"{""candidates"": [[[113, 20, 24], [14, 24, 144, 161, 183]]]}"
211,"{""candidates"": [[[113, 21, 25], [0, 24, 40, 144, 161, 183]]]}"
212,"{""candidates"": [[[113, 22, 26], [0, 14, 24, 161, 183]]]}"
213,"{""candidates"": [[[113, 23, 27], [8, 14, 22, 24, 183]]]}"
214,"{""candidates"": [[[113, 30, 34], [14, 23, 47, 150, 161, 204]]]}"
215,"{""candidates"": [[[116, 10, 14], [14, 27, 55, 83, 106, 190]], [[116, 10, 15], [14, 27, 55, 83, 106, 190]]]}"
216,"{""candidates"": [[[116, 11, 15], [14, 27, 55, 83, 106, 190]], [[116, 11, 16], [14, 55, 83, 106, 190]]]}"
217,"{""candidates"": [[[116, 12, 16], [14, 23, 55, 83, 106, 190]]]}"
218,"{""candidates"": [[[118, 16, 20], [21, 25, 58, 89, 129]]]}"
219,"{""candidates"": [[[119, 2, 6], [59, 65, 124, 140, 173]]]}"
220,"{""candidates"": [[[120, 3, 7], [3, 16, 92, 149, 169]]]}"
221,"{""candidates"": [[[120, 4, 8], [3, 11, 16, 92, 149, 169, 201]]]}"
222,"{""candidates"": [[[122, 10, 14], [33, 49, 139, 150, 186]]]}"
223,"{""candidates"": [[[123, 15, 19], [12, 70, 77, 168, 177]]]}"
224,"{""candidates"": [[[123, 17, 21], [12, 38, 70, 77, 177]]]}"
225,"{""candidates"": [[[127, 4, 8], [40, 91, 98, 144, 168, 185]]]}"
226,"{""candidates"": [[[127, 14, 18], [41, 79, 139, 150, 161, 181]], [[127, 14, 19], [79, 139, 150, 161, 181]], [[127, 14, 20], [79, 139, 150, 161, 181]]]}"
227,"{""candidates"": [[[127, 15, 19], [79, 139, 144, 150, 161, 181]], [[127, 15, 20], [79, 139, 144, 150, 161, 181]], [[127, 15, 21], [79, 144, 150, 161, 181]]]}"
283,"{""candidates"": [[[161, 8, 12], [14, 24, 40, 113, 150, 181, 183]]]}"
228,"{""candidates"": [[[127, 16, 20], [79, 139, 144, 150, 161, 162, 181, 183]], [[127, 16, 21], [79, 144, 150, 161, 162, 181, 183]]]}"
229,"{""candidates"": [[[127, 17, 21], [79, 113, 144, 150, 161, 162, 181, 183]], [[127, 17, 22], [79, 150, 162, 181, 183]], [[127, 17, 23], [79, 150, 162, 181, 183]]]}"
230,"{""candidates"": [[[127, 18, 22], [24, 79, 150, 162, 181, 183]], [[127, 18, 23], [79, 150, 162, 181, 183]]]}"
231,"{""candidates"": [[[127, 19, 23], [79, 150, 162, 181, 183]]]}"
232,"{""candidates"": [[[127, 23, 27], [6, 41, 81, 143, 162]]]}"
233,"{""candidates"": [[[128, 10, 14], [19, 28, 36, 69, 125, 178, 205]]]}"
234,"{""candidates"": [[[129, 19, 23], [5, 21, 25, 56, 58, 89, 118]]]}"
235,"{""candidates"": [[[139, 0, 4], [49, 122, 168, 183, 200]]]}"
236,"{""candidates"": [[[139, 1, 5], [8, 49, 122, 183, 200]]]}"
237,"{""candidates"": [[[139, 3, 7], [33, 49, 122, 183, 200]]]}"
238,"{""candidates"": [[[139, 4, 8], [33, 49, 122, 183, 200]]]}"
239,"{""candidates"": [[[139, 6, 10], [127, 150, 157, 161, 183]]]}"
240,"{""candidates"": [[[143, 14, 18], [34, 41, 127, 139, 196]]]}"
241,"{""candidates"": [[[144, 16, 20], [1, 37, 79, 162, 185, 196]], [[144, 16, 21], [1, 79, 162, 185, 196]], [[144, 16, 22], [1, 79, 162, 185, 196]], [[144, 16, 23], [1, 79, 162, 185, 196]]]}"
242,"{""candidates"": [[[144, 17, 21], [1, 79, 113, 162, 181, 185, 196]], [[144, 17, 22], [1, 79, 113, 162, 181, 185, 196]], [[144, 17, 23], [1, 79, 113, 162, 181, 185, 196]], [[144, 17, 24], [1, 79, 162, 181, 196]]]}"
243,"{""candidates"": [[[144, 18, 22], [1, 20, 79, 113, 162, 181, 185, 196]], [[144, 18, 23], [1, 79, 113, 162, 181, 185, 196]], [[144, 18, 24], [1, 79, 162, 181, 196]], [[144, 18, 25], [1, 79, 162, 181, 196]]]}"
244,"{""candidates"": [[[144, 19, 23], [1, 79, 113, 162, 181, 185, 196]], [[144, 19, 24], [1, 79, 162, 181, 196]], [[144, 19, 25], [1, 79, 162, 181, 196]]]}"
245,"{""candidates"": [[[144, 20, 24], [1, 79, 113, 162, 181, 196]], [[144, 20, 25], [1, 79, 113, 162, 181, 196]], [[144, 20, 26], [79, 113, 162, 181, 196]]]}"
246,"{""candidates"": [[[144, 21, 25], [1, 79, 113, 162, 181, 196]], [[144, 21, 26], [79, 113, 162, 181, 196]]]}"
247,"{""candidates"": [[[144, 22, 26], [79, 113, 162, 181, 196]]]}"
248,"{""candidates"": [[[144, 23, 27], [79, 113, 127, 162, 181]], [[144, 23, 28], [79, 113, 127, 162, 181]]]}"
249,"{""candidates"": [[[144, 24, 28], [79, 113, 127, 150, 162, 181]]]}"
250,"{""candidates"": [[[149, 13, 17], [3, 16, 120, 169, 201]]]}"
